deal_id,acquirer,target,acquirer_ticker,announce_date,decision_date,close_or_termination_date,status,deal_value_usd_b,sector,deal_type,payment_type,cross_border,premium_pct,regulatory_risk,notes,primary_source,source_page,citation_count,source_quality_score
msft_firefly_1998_15c5a57e,Microsoft,Firefly,MSFT,1998-04-15,1998-04-15,1998-04-15,completed,,Software,horizontal,unknown,no,25,low,Relationship management software,https://web.archive.org/web/20090803083121/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_FireFly_Network_Inc-751502020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_mesa_group_1998_7a2bacd6,Microsoft,MESA Group,MSFT,1998-04-28,1998-04-28,1998-04-28,completed,,Software,horizontal,unknown,no,25,low,Data sharing software,https://web.archive.org/web/20090803103143/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_MESA_Group_Inc-755646020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_valence_research_1998_c94577f1,Microsoft,Valence Research,MSFT,1998-08-25,1998-08-25,1998-08-25,completed,,Software,horizontal,unknown,no,25,low,Internet software,https://web.archive.org/web/20090803105638/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Valence_Research_Inc-787363020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
intc_computer_networking_1998_6ad7b7a0,Intel,Computer networking,INTC,1998-10-19,1998-10-19,1998-10-19,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://www.intel.com/pressroom/archive/releases/1998/HN101998.HTM,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,1,0.65
msft_linkexchange_1998_ac2d9c1a,Microsoft,LinkExchange,MSFT,1998-11-06,1998-11-06,1998-11-06,completed,,Software,horizontal,unknown,no,25,low,Internet advertising network,https://web.archive.org/web/20090803093827/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_LinkExchange_TM_Inc-807940020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
intc_e_commerce_1998_65cc1972,Intel,E-commerce,INTC,1998-11-30,1998-11-30,1998-11-30,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://www.intel.com/pressroom/archive/releases/1998/Cn113098.htm,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,2,0.65
sap_campbell_software_1999_12452768,SAP,Campbell Software,SAP,1999-01-01,1999-01-01,1999-01-01,completed,,Software,horizontal,unknown,no,25,low,,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_SAP,0,0.50
aapl_xemplar_education_1999_297effad,Apple,Xemplar Education,AAPL,1999-01-08,1999-01-08,1999-01-08,completed,,Technology,horizontal,unknown,yes,25,medium,Software,https://web.archive.org/web/20090511215403/http://www.alacrastore.com/storecontent/Thomson_M%26A/Apple_Computer_Inc_acquires_remaining_interest_in_Xemplar_Education_Ltd_from_Morgan_Stanley-836627040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Apple,2,0.70
msft_virtual_world_entertainment_group_1999_b96f6ca0,Microsoft,Virtual World Entertainment Group,MSFT,1999-01-11,1999-01-11,1999-01-11,completed,,Software,horizontal,unknown,no,25,low,Video games,https://web.archive.org/web/20090803083116/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_FASA_Interactive_Inc_from_Virtual_Worlds_Entertainment-831847020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
intc_computer_networking_1999_24ad525f,Intel,Computer networking,INTC,1999-03-04,1999-03-04,1999-03-04,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://www.wired.com/1999/03/intel-to-acquire-level-one/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,2,0.65
msft_comparenet_1999_a8f1802e,Microsoft,CompareNet,MSFT,1999-03-04,1999-03-04,1999-03-04,completed,,Software,horizontal,unknown,no,25,low,Shopping online,https://web.archive.org/web/20090804173908/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_CompareNet_Inc-858180020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_numinous_technologies_1999_2a0bbb91,Microsoft,Numinous Technologies,MSFT,1999-03-26,1999-03-26,1999-03-26,completed,,Software,horizontal,unknown,no,25,low,Software,https://web.archive.org/web/20090803090439/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Numinous_Technologies_Inc-869178020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_access_software_1999_08d3e1e5,Microsoft,Access Software,MSFT,1999-04-19,1999-04-19,1999-04-19,completed,,Software,horizontal,unknown,no,25,low,Video games,https://www.ign.com/articles/1999/04/20/microsoft-buys-access,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,1,0.65
msft_interactive_objects_digital_1999_4f7c76e9,Microsoft,Interactive Objects-Digital,MSFT,1999-04-27,1999-04-27,1999-04-27,completed,,Software,horizontal,unknown,no,25,low,Web music software,https://web.archive.org/web/20090803111558/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Interactive_Objects_Digital_from_Asia_Pacific_Chem_Engineering-876323020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_jump_networks_1999_45381719,Microsoft,Jump Networks,MSFT,1999-04-30,1999-04-30,1999-04-30,completed,,Software,horizontal,unknown,no,25,low,Internet service provider,https://web.archive.org/web/20090804183408/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Jump_Networks_Inc-875924020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_shadowfactor_software_1999_9b73db8b,Microsoft,ShadowFactor Software,MSFT,1999-06-07,1999-06-07,1999-06-07,completed,,Software,horizontal,unknown,no,25,low,Wholesale computer software,https://web.archive.org/web/20090803093848/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_ShadowFactor_Software_Inc-891145040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_omnibrowse_1999_2e0062db,Microsoft,Omnibrowse,MSFT,1999-06-15,1999-06-15,1999-06-15,completed,,Software,horizontal,unknown,no,25,low,Internet software,https://web.archive.org/web/20090804193119/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Omnibrowse_Inc-893647020,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_intrinsa_1999_7de225c4,Microsoft,Intrinsa,MSFT,1999-06-28,1999-06-28,1999-06-28,completed,,Software,horizontal,unknown,no,25,low,Defect detection software,https://web.archive.org/web/20121106054752/http://www.highbeam.com/doc/1G1-64104923.html,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_sendit_1999_1521e17e,Microsoft,Sendit,MSFT,1999-07-01,1999-07-01,1999-07-01,completed,,Software,horizontal,unknown,yes,25,medium,Application software,https://web.archive.org/web/20090803090526/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_launches_a_tender_offer_for_Sendit_AB-881312040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
intc_networking_chipsets_1999_0af82098,Intel,Networking chipsets,INTC,1999-07-07,1999-07-07,1999-07-07,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://www.eetimes.com/softcom-buy-propels-intel-into-new-market/,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,1,0.65
msft_zoomit_1999_e76e91ca,Microsoft,Zoomit,MSFT,1999-07-07,1999-07-07,1999-07-07,completed,,Software,horizontal,unknown,yes,25,medium,Encryption software,https://web.archive.org/web/20090803083224/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_Zoomit_Corp_from_Pretty_Good_Privacy_Inc-902097040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
msft_stnc_1999_e7d61e49,Microsoft,STNC,MSFT,1999-07-21,1999-07-21,1999-07-21,completed,,Software,horizontal,unknown,yes,25,medium,Community software,https://web.archive.org/web/20090803105627/http://www.alacrastore.com/storecontent/Thomson_M%26A/Microsoft_Corp_acquires_STNC_Ltd-914851040,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,2,0.70
intc_networking_traffic_software_1999_3ad320a4,Intel,Networking traffic software,INTC,1999-09-01,1999-09-01,1999-09-01,completed,,Semiconductors,horizontal,unknown,yes,25,medium,United States,https://books.google.com/books?id=QxAEAAAAMBAJ&pg=PA8,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Intel,1,0.65
